code,temp_code,name,application_date,application_status,status_update_date,hearing_date,listing_date,first_application_date,board,sponsor,overall_coordinator,company_chinese_name,company_english_name,website,fiscal_year_end,business_scope,company_profile,industry_level_1,industry_level_2,source_table
H1934.HK,H1934.HK,海上鲜,2025-11-27,处理中,,,,2024-06-12,主板,,日进资本有限公司,宁波海上鲜信息技术股份有限公司,"Ningbo Haishangxian Information Technology Co., Ltd.",www.haishangxian.cn,1231,海鲜销售业务及燃油及油品销售业务。,"宁波海上鲜信息技术股份有限公司成立于2015年2月12日。公司是中国主要面向海洋渔业数字解决方案和服务的领先供应商(按2024年的已安装渔船数量及2025年8月31日的注册用户数量计)。公司于2015年成立后不久即推出公司的智能HSXAPP,开创了中国数字海洋渔业解决方案行业。公司的专有HSXAPP最初被设计为一个经济实惠且可靠的工具,让渔民可通过北斗卫星,使用免费的即时信息在船舶与海岸之间进行通信。经过十多年的运营,通过公司目前对高通量卫星的使用,公司的HSXAPP已演变为以数据为驱动的数字B2B海洋渔业市场,涵盖了庞大的生态系统,包括渔民、海鲜加工商、海鲜商贩及鱼贩,截至2025年8月31日的注册用户超过50,000名。其现在主要为用户提供即时访问有用内容的功能,如海鲜市场趋势、捕获数据及海上天气状况等,同时亦作为公司应用程序及沿海洋渔业供应链从线上到线下服务的端口,包括海鲜B2B商务、船用燃油供应、冷链物流及其他辅助服务。根据CIC报告,按注册用户数量计,截至2025年8月31日,公司的HSXAPP市场为最大的数字B2B海洋渔业数据平台。",包装食品与肉类,,上市申请一览
H2319.HK,H2319.HK,奥迪威,2025-11-27,处理中,,,,2025-11-27,主板,东方证券(香港)有限公司,招商证券(香港)有限公司,广东奥迪威传感科技股份有限公司,"Audiowell Electronics (Guangdong) Co., Ltd.",www.audiowell.com,1231,从事智能传感器和执行器及相关应用的研究、设计、生产和销售。,广东奥迪威传感科技股份有限公司的主营业务是从事智能传感器和执行器及相关应用的研究、设计、生产和销售。公司的主要产品是传感器、执行器。公司是一家具有核心技术和制造能力的国家专精特新“小巨人”企业，成为国内智能汽车搭载的超声波传感器的主要供应商之一，也是国际主流品牌智能水表和气表厂商所用超声波流量传感器的核心供应商，长期为国际主流品牌安防报警系统厂商持续稳定供应报警发声器。,电子元件,,上市申请一览
H2320.HK,H2320.HK,阿维塔,2025-11-27,处理中,,,,2025-11-27,主板,"中信里昂证券有限公司,中国国际金融香港证券有限公司,交银国际证券有限公司,招银国际融资有限公司","中信证券(香港)有限公司,中国国际金融香港证券有限公司",阿维塔科技(重庆)股份有限公司,Avatr Technology (Chongqing) Company Limited,www.avatr.com,1231,"公司是一个技术自主可控的国际化高端情感智能新能源乘用车品牌,致力于打造‘高颜值、高智能、高价值’的新豪华出行体验。","阿维塔科技(重庆)股份有限公司成立于2018年7月10日。公司是一个技术自主可控的国际化高端情感智能新能源乘用车品牌,致力于打造‘高颜值、高智能、高价值’的新豪华出行体验。自2021年以来,公司与长安汽车携手战略合作伙伴宁德时代、华为以及其他生态合作伙伴,通过市场导向方式,独立打造新豪华品牌。公司的运营机制不仅依靠长安汽车资源赋能,同时采取市场化机制保持更为灵活高效的运营、决策机制,使公司能够迅速调整业务策略,以适应不断变化的消费者偏好及市场需求。自推出阿维塔(AVATR)品牌后不到五年,公司构建了产品设计、定义、研发、品牌、车型矩阵、营销、用户体系全价值链的核心能力。公司快速推出多款覆盖高端豪华市场的新能源乘用车产品,成为新时代汽车行业的佼佼者。公司采用轻资产运营模式,这使公司能够专注于为客户带来更大价值的活动,如产品设计、定义、核心技术开发、品牌推广、销售及营销以及生态系统运营。公司能够开展该轻资产业务模式很大程度上归功于公司与战略合作伙伴长安汽车、宁德时代及华为的紧密合作。作为三方支持打造的独立运营的豪华新能源乘用车品牌,长安汽车作为公司大股东在智能制造、供应体系、研发及测试体系和渠道资源为阿维塔赋能。宁德时代作为公司重要股东,在新能源技术平台及联合营销方面全力支持阿维塔发展。公司亦与拥有全行业顶尖智能汽车解决方案的供应商引望合作。公司在2025年2月以总对价人民币115亿元收购引望10%的股权。公司计划与引望以联合共创的模式共同打造阿维塔下一代系列车型。双方团队深度融合,在整车联合定义、联合开发与测试、联合营销等方面开展工作,助力打造产品竞争力、销售上量和品牌向上。",汽车零件与设备,,上市申请一览
7688.HK,7688.HK,拓璞数控,2025-11-26,通过聆讯,2026-05-06,2026-05-06,2026-05-20,2025-05-26,主板,"国泰君安证券(香港)有限公司,建银国际金融有限公司","国泰君安融资有限公司,建银国际金融有限公司",上海拓璞数控科技股份有限公司,"Shanghai Top Numerical Control Technology Co., Ltd.",www.topnc.com.cn,1231,专注于高端智能制造装备(主要为五轴计算机数字化控制(‘数控’)机床)的研发、设计、生产及销售。,"上海拓璞数控科技股份有限公司于2007年5月18日注册成立为有限公司。公司是中国一家专注于高端智能制造装备(主要为五轴计算机数字化控制(‘数控’)机床)的研发、设计、生产及销售的企业。公司专注于研发五轴数控机床,以满足中国航空航天领域对先进制造的需求。根据灼识咨询报告,于2025年,公司在中国航空航天五轴数控机床市场排名首位,市场份额达10.0%,而在中国五轴数控机床市场的所有供应商中排名第五且在国内供应商中排名第二,市场份额达3.9%。根据同一资料来源,五轴数控机床为基础工业制造设备,由于其超高精密度、效率及智能加工能力,跨行业的应用日益广泛。五轴数控机床的市场规模预计将从2025年的人民币129亿元增长至2030年的人民币319亿元,复合年增长率为19.8%。于往绩记录期间,公司已将市场版图拓展至通用行业领域,涵盖汽车、能源、医疗设备、造船、机床设备以及模具制造等行业。",工业机械和用品及零部件,,上市申请一览
H2318.HK,H2318.HK,新国都,2025-11-26,处理中,,,,2025-11-26,主板,"天风国际证券与期货有限公司,星展亚洲融资有限公司,民银证券有限公司,申万宏源证券(香港)有限公司",中信证券(香港)有限公司,深圳市新国都股份有限公司,Xgd Inc.,www.xgd.com,1231,支付终端设备的设计、研发、生产、销售、服务。,深圳市新国都股份有限公司的主营业务是支付终端设备的设计、研发、生产、销售、服务。公司的主要产品是智能POS终端、扫码POS终端、刷脸支付终端、智能云音箱及新型支付终端、密码键盘、外接设备。,特殊金融服务,,上市申请一览
H1962.HK,H1962.HK,特斯联,2025-11-25,处理中,,,,2024-09-26,主板,"中信里昂证券有限公司,广发证券(香港)经纪有限公司,海通国际证券有限公司","中信证券(香港)有限公司,海通国际资本有限公司",特斯联智慧科技股份有限公司,"Terminus Smart Technology Co., Ltd.",www.tslsmart.com,1231,向企业、公共管理者及其他公域空间参与者销售人工智能物联网(‘AIoT’)产品(包括软件及╱或硬件)及向其提供AIoT服务。,"特斯联智慧科技股份有限公司成立于2015年12月29日。公司是中国公域AIoT行业的参与者,致力于以科技推动产业升级及空间智能化以实现可持续发展。凭藉公司的AIoT操作系统TacOS,公司向企业、公共管理者及其他公域空间参与者提供可提供一站式解决方案并整合软件、硬件及相关服务的全栈AIoT产品。根据灼识咨询报告,以2024年相关收入计,公司是中国前五的公域操作系统型AIoT产品提供商。根据灼识咨询报告,TacOS是亚洲最早支持公域空间全场景应用的公域AIoT操作系统之一,已经成为产业数智化及空间智能化的首选数字化基础设施。凭藉TacOS独有的五层产品及技术架构,公司的公域AIoT产品可连接公域空间参与者、智能设备和基础设施,主要在产业、城市、人居和能源领域为各种人工智能应用场景提供了深刻价值。由于公司的技术及交付能力,公司的公域AIoT产品已在中国和全球受到广泛认可。截至2025年6月30日,公司的产品已被来自全球172个城市的逾900个客户部署,包括中国、阿联酋、新加坡和澳大利亚等。公司打造了多个标杆项目,包括高力国际(AI产业数智化)、智慧城市大脑(AI城市智能化)、上海徐汇区AIoT智能社区(AI智慧生活)及隆鑫通用绿色智算体(AI智能能源)。",互联网服务和基础设施,,上市申请一览
H2316.HK,H2316.HK,欧林生物,2025-11-25,处理中,,,,2025-11-25,主板,国投证券(香港)有限公司,中信证券(香港)有限公司,成都欧林生物科技股份有限公司,Chengdu Olymvax Biopharmaceuticals Inc.,www.olymvax.com,1231,人用疫苗的研发、生产和销售。,成都欧林生物科技股份有限公司的主营业务是人用疫苗的研发、生产和销售。公司的主要产品是吸附破伤风疫苗、b型流感嗜血杆菌结合疫苗、A群C群脑膜炎球菌多糖结合疫苗。,制药,,上市申请一览
H2317.HK,H2317.HK,中坚科技,2025-11-25,处理中,,,,2025-11-25,主板,"国金证券(香港)有限公司,平安证券(香港)有限公司","中国平安资本(香港)有限公司,国金证券(香港)有限公司",浙江中坚科技股份有限公司,"Zhejiang Zhongjian Technology Co.,Ltd.",www.topsunpower.cc,1231,园林机械的研发、设计、生产及销售；先进智能机器人的研发与制造。,浙江中坚科技股份有限公司的主营业务是园林机械的研发、设计、生产及销售；先进智能机器人的研发与制造。公司的主要产品是链锯、吹风机、绿篱机、割灌机、打草机、手推式割草机、坐骑式割草机。公司为国家专精特新小巨人企业、浙江省现代农业领域民营领军企业、全国林业机械标准化技术委员会副主任委员单位、全国内燃机标准化技术委员会委员单位、中国内燃机工业协会理事单位及小汽油机分会副理事长单位。公司致力于推动行业规范健康发展，2020年至今，参与编制国家标准5项，行业标准3项，行业团体标准4项。2025年，荣膺“国家绿色工厂”称号，浙江省制造业单项冠军企业、浙江民营跨国公司“领航企业”。,家用电器,,上市申请一览
H1945.HK,H1945.HK,科望医药-B,2025-11-24,处理中,,,,2024-06-27,主板,,中信证券(香港)有限公司,科望医药集团,"Elpiscience Biopharmaceuticals, Inc.",www.elpiscience.com,1231,免疫肿瘤疗法的研发。,"科望医药集团成立于2017年7月13日，公司是一家处于临床阶段的生物医药公司,致力于全球范围内开发新一代癌症疗法。凭藉对肿瘤微环境(‘TME’)的深刻理解和开创性研究,公司致力于以系统方法覆盖癌症生物学中创新和有前景的靶点和通路,从而推动免疫肿瘤学的创新。公司正透过将‘冷’肿瘤变为‘热’肿瘤,彻底改变癌症治疗方法。越来越多的证据表明,TME的状况是导致免疫检查点抑制剂(‘ICI’)疗效有限的一个主要因素。以抑制性TME及缺乏T细胞浸润为特征的‘冷’肿瘤不仅对ICI的反应较弱,而且在初次治疗后还会对ICI产生耐药性。公司的战略重点是消除TME中的抑制因子,诱导产生跨肿瘤类型的更高免疫反应,从而实现更强大的抗肿瘤活性。",生物科技,生物科技公司(18A),上市申请一览
H1973.HK,H1973.HK,福瑞泰克,2025-11-24,处理中,,,,2024-11-22,主板,德意志银行香港分行,"HSBC Corporate Finance (Hong Kong) Limited,中信证券(香港)有限公司,中国国际金融香港证券有限公司,华泰金融控股(香港)有限公司",福瑞泰克(浙江)智能科技股份有限公司,"Freetech (Zhejiang) Intelligent Technology Co., Ltd.",www.freetech.com,1231,从事开发、制造及销售智能驾驶产品和解决方案。,"福瑞泰克(浙江)智能科技股份有限公司成立于2016年9月28日。公司是驾驶辅助解决方案供应商,致力于通过与OEM客户的开放且深入的合作,为终端用户提供安全、舒适且智能的驾驶体验。公司自研了软硬件一体化驾驶辅助平台ODIN。作为可扩展、可复用、可迭代的模块化平台,ODIN使公司能够以最优的成本、最佳的效率提供灵活多样且性能可靠的解决方案。公司已成为中国驾驶辅助解决方案国产替代及广泛部署的推动者。截至2025年6月30日,公司已与51家OEM建立业务合作伙伴关系,并拥有累计超过380个定点项目及累计超过290个量产项目,覆盖多样化且不断增长的车型。公司已成为多家顶级OEM信赖的供应商,根据灼识咨询的资料,以中国2024年L0级至L2级(包括L2+级)驾驶辅助解决方案收入计,公司在第三方自主供应商中排名第二,市场份额为7.2%,而最大供应商的市场份额占41.3%。",信息科技咨询与其它服务,,上市申请一览
H2315.HK,H2315.HK,明宇制药-B,2025-11-24,处理中,,,,2025-11-24,主板,"Merrill Lynch (Asia Pacific) Limited,中信里昂证券有限公司,摩根士丹利亚洲有限公司","Merrill Lynch (Asia Pacific) Limited,中信证券(香港)有限公司,摩根士丹利亚洲有限公司",明宇制药有限公司,Ming Yu Pharmaceutical Limited,www.minghuipharma.com,1231,公司是一家接近商业化的生物技术创新企业。,"明宇制药有限公司成立于2018年3月8日，公司是一家接近商业化的生物技术创新企业,具有双重增长引擎(i)基于专有抗体偶联药物(ADC)平台及一款新型PD-1/VEGF双特异性抗体(bsAb)搭建的稳健的临床阶段肿瘤产品组合,及(ii)向商业化推进的已处于临床后期的自身的免疫资产。截至最后实际可行日期,公司的管线有13款候选产品,其中10款处于临床阶段。公司的自身免疫项目有望于近期产生收入,而公司的肿瘤项目聚焦于推动用于后线治疗的ADC单药疗法,并探索与PD-1/VEGF双特异性抗体的联合疗法,以革新前线癌症治疗。",制药,生物科技公司(18A),上市申请一览
H2314.HK,H2314.HK,海澜之家,2025-11-21,处理中,,,,2025-11-21,主板,华泰金融控股(香港)有限公司,华泰金融控股(香港)有限公司,海澜之家集团股份有限公司,"Hla Group Corp.,Ltd.",www.hla.com;www.hla.com.cn,1231,自主品牌运营、国际品牌授权及代理、团购定制以及城市奥莱等业务。,海澜之家集团股份有限公司的主营业务是自主品牌运营、国际品牌授权及代理、团购定制以及城市奥莱等业务。公司的主要产品是裤子、T恤衫、羽绒服、茄克衫、衬衫、西服、鞋子、针织衫、其他。公司荣获“国家卓越级智能工厂”“国家级绿色工厂”“中国环保认证”“全国产品和服务质量诚信承诺企业”等多项荣誉。,服装、服饰与奢侈品,,上市申请一览
H1563.HK,H1563.HK,领益智造,2025-11-20,处理中,,,,2021-06-30,主板,"J.P. Morgan Securities (Asia Pacific) Limited,中信里昂证券有限公司,花旗环球金融亚洲有限公司",国泰君安融资有限公司,广东领益智造股份有限公司,Lingyi Itech(Guangdong)Company,www.lingyiitech.com,1231,向全球客户提供全方位的智能制造服务与解决方案。,广东领益智造股份有限公司的主营业务是向全球客户提供全方位的智能制造服务与解决方案。公司的主要产品是AI手机及折叠屏手机、AIPC及平板电脑、影像显示、材料、电池电源、热管理（散热）、AI眼镜及XR可穿戴设备、精品组装及其他、传感器及相关模组、机器人。公司连续三年获得深交所信息披露A评级，连续三年在全球领先ESG评级机构的评级活动中获得A评级，获24项主流媒体IR及品牌奖项。,电子元件,,上市申请一览
H2313.HK,H2313.HK,蔓迪国际,2025-11-20,处理中,,,,2025-11-20,主板,香港上海汇丰银行有限公司,华泰金融控股(香港)有限公司,蔓迪国际,Mandi Inc.,www.3s-md.com,1231,公司主要致力于研发及推广以头发健康与体重管理为核心的药品。,"蔓迪国际成立于2025年6月24日。我们是中国领先的专业消费医药公司,致力于开发并提供全面和长期的皮肤健康及体重管理解决方案。我们主要专注于更广泛的皮肤健康行业中的头发健康领域,并在此领域确立了领导地位。根据灼识咨询的资料,按零售额计,我们的旗舰产品蔓迪系列米诺地尔类脱发治疗产品自2014年起连续十年在中国脱发药物市场及米诺地尔类药物市场排名第一,在上述两个市场于2024年的市场份额分别为约57%及71%。我们产品在商业上的成就彰显并巩固了我们在该领域的市场领导地位。凭藉这一坚实基础,我们正积极拓展更广泛的皮肤健康及体重管理领域,我们通过持续商业化已上市产品及开发具潜力的管线资产,以满足中国快速发展的消费医疗市场日益增长的消费者需求,从而实现有关增长。",医疗保健用品,,上市申请一览
H2312.HK,H2312.HK,东山精密,2025-11-18,处理中,,,,2025-11-18,主板,"UBS Securities Hong Kong Limited,中信里昂证券有限公司,广发证券(香港)经纪有限公司,海通国际资本有限公司,香港上海汇丰银行有限公司","UBS Securities Hong Kong Limited,中信证券(香港)有限公司,广发融资(香港)有限公司,海通国际资本有限公司",苏州东山精密制造股份有限公司,"Suzhou Dongshan Precision Manufacturing Co.,Ltd.",www.dsbj.com,1231,电子电路、光模块（含光芯片）、精密组件、光电显示模组的全球设计、生产和销售。,苏州东山精密制造股份有限公司的主营业务是电子电路、光模块（含光芯片）、精密组件、光电显示模组的全球设计、生产和销售。公司的主要产品是软板、硬板、软硬结合板、光芯片、数据中心光模块、电信光模块、汽车零部件、水冷板、通信设备组件、触控面板、LCD及OLED模组。公司已实现多领域行业领先地位：目前是全球前三大PCB供应商、全球第二大FPC供应商，更是全球第一大边缘AI设备PCB供应商；通过收购索尔思光电，公司跻身全球光模块核心供应商行列，构建起“光模块（含光芯片）+AIPCB”的AI算力核心硬件产品的布局，成为全球唯一一家具备PCB、光芯片及光模块从研发、设计到量产全流程能力的企业，全面覆盖边缘AI设备到大规模数据中心的全场景需求，构筑起长期竞争优势。,电子元件,,上市申请一览
H2062.HK,H2062.HK,联合信息,2025-11-17,处理中,,,,2025-04-25,创业板,"华升证券(国际)有限公司,越秀证券有限公司","华升资本有限公司,越秀融资有限公司",河南联合信息科技股份有限公司,"Henan Union Information Technology Co.,Ltd.",www.szlhxx.com,1231,"在中国从事信息技术解决方案的研究、开发及销售,并提供相关的技术服务。","河南联合信息科技股份有限公司成立于2004年09月14日,公司是一家IT解决方案服务供应商。自成立以来,公司一直致力提供IT解决方案服务,以满足客户于IT解决方案服务生命周期内的不同要求及需要。公司的业务策略是专注于具增长潜力的行业并发展公司于该等行业的市场地位,以把握新兴市场趋势带来的机遇,并为客户提供IT解决方案服务。于往绩记录期间,公司的IT解决方案服务大致可分为三个类别,即(i)金融IT解决方案服务;(ii)智慧城市IT解决方案服务;及(iii)数字化教育IT解决方案服务。",信息科技咨询与其它服务,,上市申请一览
H2311.HK,H2311.HK,卡诺普机器人,2025-11-17,处理中,,,,2025-11-17,主板,工银国际证券有限公司,国泰君安融资有限公司,成都卡诺普机器人技术股份有限公司,"Chengdu Crp Robot Technology Co., Ltd.",crprobot.com,1231,"提供专业易用的智能机器人产品,赋能全球产业升级。","成都卡诺普机器人技术股份有限公司成立于2012年9月6日。公司是中国先进的工业机器人公司,也是具身智能机器人的先锋。依托全栈自主核心技术与多场景智能应用能力,成功构建了主要涵盖工业机器人、协作机器人、具身智能机器人的三大类全自主研发产品矩阵。公司在中国工业机器人产品的焊接功能以及金属及机械加工应用领域均居于领先地位。根据弗若斯特沙利文的资料,以2024年的收入计算,(i)公司在所有中国焊接机器人制造商中排名第一;(ii)公司在关键焊接机器人细分领域(包括激光焊接及切割机器人)中的所有中国制造商中排名第一;及(iii)在金属及机械加工行业机器人应用方面,公司在中国企业中居于领先地位。根据弗若斯特沙利文的数据,在实现工业机器人规模化的中国企业中,公司在盈利能力方面是领导者之一。顺应市场趋势,公司构建了‘双引擎驱动’的增长模式,在巩固国内基础的同时推进海外战略业务扩张。根据弗若斯特沙利文报告,公司已在工业机器人行业建立起中国同业中最强大的全球布局之一,按2024年收入计,公司是中国最大的焊接机器人出口商。",电子设备和仪器,特专科技公司(18C),上市申请一览
H2309.HK,H2309.HK,时迈药业-B,2025-11-12,失效,2026-05-11,,,2025-11-12,主板,"中信里昂证券有限公司,富途证券国际(香港)有限公司,建银国际金融有限公司",华泰金融控股(香港)有限公司,浙江时迈药业股份有限公司,"Zhejiang Shimai Pharmaceutical Co., Ltd.",www.centrymed.com,1231,从事下一代T细胞衔接器疗法的研究及开发。,"浙江时迈药业股份有限公司成立于2017年9月4日。公司成立于2017年,是下一代T细胞衔接器(‘TCE’)疗法的先驱及全球领军企业。TCE为双特异性或多特异性抗体,其设计原理是通过同时结合肿瘤细胞上的肿瘤相关抗原(‘TAA’)及T细胞上的受体,从而定向至肿瘤组织并激活T细胞,以诱导靶向细胞毒性作用。公司早年就洞察到TCE的差异化潜力,这是一类旨在利用并引导人体免疫系统对抗癌症的下一代免疫疗法。公司对TCE这个高增长行业拥有深刻洞见和创新能力,并将这些洞见转化为临床阶段产品,推动公司从概念到研发的进展。公司已开发下一代先锋疗法遮蔽型TCE,可在肿瘤中被选择性激活,用于治疗实体瘤。作为一种前景广阔且快速发展的肿瘤治疗方式,全球TCE市场规模于2024年达到约30亿美元,预计到2035年将以40.0%的复合年增长率增长至1,211亿美元。中国TCE市场规模于2024年约为人民币7亿元,预计到2035年将以63.8%的复合年增长率增长至人民币1,596亿元。",生物科技,生物科技公司(18A),上市申请一览
H2073.HK,H2073.HK,安序源科技-B,2025-11-11,失效,2026-05-06,,,2025-04-30,主板,"中国国际金融香港证券有限公司,浦银国际融资有限公司","中国国际金融香港证券有限公司,浦银国际融资有限公司",Axbio International Limited,Axbio International Limited,www.axbio.cn,1231,贵公司及其附属公司(统称‘贵集团’)主要在中华人民共和国(‘中国’)及美国(‘美国’)从事高性能分子体外诊断技术研发、医疗设备开发与销售以及技术支持服务。,Axbio International Limited成立于2021年9月14日，公司成立于2016年，是一家致力分子诊断仪器与生物芯片的开发和商业化，并在此领域处于领先地位的生物技术公司。截至最后实际可行日期，公司的产品组合涵盖一款微阵列芯片分析仪、两款EL-NGS基因测序仪，以及多种配套检测试剂盒，均为自主开发。公司的核心产品AxiLona EL-100是中国极少数能够执行基于电化学、多靶标、快速、低成本及整合式生物分子检测的分子诊断产品。AxiLona EL-100目前仅具备核酸检测功能，未来计划扩展至同时包含核酸及蛋白质检测功能。根据江苏省药监局批准的器械注册规格，公司的EL-100对核酸微阵列芯片产生的信号进行定性分析，以支持基于核酸的医学检测应用，但并不进行核酸样本的绝对定量分析。,生命科学工具和服务,生物科技公司(18A),上市申请一览
H2077.HK,H2077.HK,中鼎智能,2025-11-10,失效,2026-05-06,,,2025-05-09,主板,国泰君安证券(香港)有限公司,国泰君安融资有限公司,中鼎智能(无锡)科技股份有限公司,"Zhongding Intelligent (Wuxi) Technology Co., Ltd.",www.zdjc.cn,1231,从事智能场内物流解决方案业务。,"中鼎智能(无锡)科技股份有限公司成立于2009年2月9日,公司是中国领先的智能场内物流和仓储自动化解决方案提供商。公司的核心产品为智能场内物流解决方案,通过集成智能场内物流管理软件与堆垛机、穿梭车、输送线、分拣机及机器人等场内物流设备,在广大行业垂直领域的仓库、工厂及生产线内协调货品的搬运和存放。",航空货运与物流,,上市申请一览
H2308.HK,H2308.HK,迈瑞医疗,2025-11-10,失效,2026-05-06,,,2025-11-10,主板,"J.P. Morgan Securities (Asia Pacific) Limited,华泰金融控股(香港)有限公司","J.P. Morgan Securities (Far East) Limited,华泰金融控股(香港)有限公司",深圳迈瑞生物医疗电子股份有限公司,"Shenzhen Mindray Bio-Medical Electronics Co.,Ltd.",www.mindray.com,1231,医疗器械的研发、制造、营销及服务。,深圳迈瑞生物医疗电子股份有限公司的主营业务是医疗器械的研发、制造、营销及服务。公司的主要产品是体外诊断类产品、生命信息与支持类产品、医学影像类产品、新兴业务类产品、其他业务。2025年，公司自主研发的发明专利“试剂、分析血小板的方法及血液细胞分析仪”荣获第十届广东专利奖金奖。,医疗保健设备,,上市申请一览
H1766.HK,H1766.HK,真实生物-B,2025-11-09,失效,2026-05-06,,,2022-08-04,主板,"华泰金融控股(香港)有限公司,招银国际融资有限公司,申万宏源证券(香港)有限公司",中国国际金融香港证券有限公司,真实生物科技有限公司,Genuine Biotech Limited,www.genuine-bio.com,1231,开发、制造和商业化治疗病毒性、肿瘤及脑血管疾病的创新药物。,"真实生物科技有限公司成立于2019年9月26日。公司是一家成立于2012年以创新研发为驱动力的生物科技公司,专注于治疗病毒感染、肿瘤及心脑血管疾病的创新药物的开发、制造和商业化。公司已构建全面的药物组合,主要包括五种候选药物,即(i)公司的核心产品阿兹夫定,一款在中国获附条件批准用于治疗HIV感染及COVID-19的药物,公司正就此开发单药疗法(治疗多发性骨髓瘤、淋巴瘤及急性白血病)及四种联合疗法,包括阿兹夫定╱抗PD-1(治疗肝癌及结直肠癌)、阿兹夫定╱哆希替尼(治疗非小细胞肺癌)、阿兹夫定╱CL-197(治疗HIV)以及阿兹夫定╱CTX(治疗淋巴瘤);(ii)公司的核心产品CL-197,用于长效治疗HIV感染;(iii)公司的核心产品哆希替尼,用于治疗非小细胞肺癌;(iv)ZSSW-136用于治疗恶性肿瘤;及(v)MTB-1806用于治疗急性缺血性脑卒中。",生物科技,生物科技公司(18A),上市申请一览
H2063.HK,H2063.HK,奔赴自然,2025-11-07,失效,2026-05-06,,,2025-04-28,主板,"中信里昂证券有限公司,中国国际金融香港证券有限公司","中信证券(香港)有限公司,中国国际金融香港证券有限公司",奔赴自然户外运动集团股份有限公司,"Gonature Outdoor Sports Group Co., Ltd.",www.gonature2012.com,1231,主要于中国从事户外用品的销售业务。,"奔赴自然户外运动集团股份有限公司成立于2015年12月24日,公司立志成为全球知名的户外品牌,致力于提供高性能的户外服饰及装备,助力用户充分领略自然之美。公司的核心品牌伯希和创立于2012年,内涵探险精神,致力于突破户外服饰的极限。公司通过该品牌为各种户外活动、运动健身及城市通勤提供广泛的产品1,涵盖服装、鞋类以及装备及配饰。于2024年,与中国内地高性能户外服饰行业的顶尖企业相比,伯希和展现出强劲增长。具体而言,根据弗若斯特沙利文的资料,公司的净销售额由2023年的人民币870.2百万元增加99.2%至2024年的人民币1,733.1百万元,按2024零售额计算,公司的伯希和品牌跻身中国内地三大本土高性能户外服饰1品牌,占同年市场份额的5.2%。根据同一资料来源,按零售额计算,伯希和品牌于2024年占中国内地市场份额的1.7%,涵盖国内及国际品牌。",服装零售,,上市申请一览
H2074.HK,H2074.HK,建邦高科,2025-11-07,失效,2026-05-06,,,2025-05-02,主板,"利弗莫尔证券有限公司,招银国际融资有限公司,民银证券有限公司",中信建投(国际)融资有限公司,建邦高科有限公司,"Janbon High Tech Co., Ltd.",www.sdjbsp.com,1231,"公司为一间投资控股公司,附属公司主要从事生产及销售银粉。","建邦高科有限公司成立于2024年12月12日，公司是中国知名的银粉供应商,拥有逾十多年的运营经验,集研究、开发、生产及销售能力于一体。公司的银粉产品主要用于光伏银浆(生产光伏电池的关键原材料)的生产。于往绩记录期间,公司的主要优势之一在于公司生产高端银粉的能力,该等银粉最终用于生产更新型的光伏电池或其零部件,包括PERC电池及TOPCon电池的正面细栅以及HJT电池及xBC电池的导电栅。根据弗若斯特沙利文的资料,按中国光伏银粉销售收入计,截至2022年、2023年及2024年12月31日止各年度,公司分别在所有国内生产商中排名首位、首位及第三,市场份额分别为10.1%、10.0%及9.8%。",多种化学制品,,上市申请一览
H2306.HK,H2306.HK,海纳医药,2025-11-07,失效,2026-05-06,,,2025-11-07,主板,中国国际金融香港证券有限公司,中国国际金融香港证券有限公司,南京海纳医药科技股份有限公司,"Nanjing Healthnice Pharmaceutical Technology Co., Ltd.",www.healthnice.net,1231,研发仿制药、改良型新药。,"南京海纳医药科技股份有限公司成立于2001年4月9日。公司是一家医药研发与制造一体化公司,提供CXO服务;同时,公司拥有专有产品管线,主要通过医药技术转让对该等管线进行商业化。根据弗若斯特沙利文报告,于往绩记录期间及直至最后实际可行日期,公司于中国境内从事药物技术转移的CXO服务提供商中,按获批临床试验及上市许可总数排名第二。根据同一来源,公司于同期提交的临床试验及上市许可申请总数方面亦排名第二。",制药,,上市申请一览
H2307.HK,H2307.HK,维健医药,2025-11-07,失效,2026-05-06,,,2025-11-07,主板,华泰金融控股(香港)有限公司,华泰金融控股(香港)有限公司,维健国际控股集团有限公司,Winhealth International Holding Group Company Limited,www.winhealth.hk,1231,公司是一家专注于肾脏及血液疾病治疗的中国领先综合性制药企业。,"维健国际控股集团有限公司是一家专注于肾脏及血液疾病治疗的中国领先综合性制药企业,拥有集药物开发、生产及商业化于一体的综合实力。公司致力于通过提供创新且有价值的治疗方案,解决肾脏与血液疾病及其他重大疾病治疗领域尚未满足的巨大临床需求。公司已打造多元且差异化的产品组合,广泛覆盖肾脏与血液疾病领域,并延伸至呼吸系统及皮肤疾病等其他重大疾病领域。根据灼识咨询的资料,截至最后实际可行日期,公司的产品组合涵盖六种肾脏药物,是中国制药企业中治疗肾脏疾病商业化原研药数量最多的企业。",制药,,上市申请一览
